"";"REFSEQ_MRNA";"logFC"
"ILMN_2346649";"NM_015428";NA
"ILMN_2279834";"NM_001007169";NA
"ILMN_1805668";"XM_371152";NA
"ILMN_1687223";"NM_032788";NA
"ILMN_1731358";"NM_018181";NA
"ILMN_2227495";"NM_153263";NA
"ILMN_1719163";"NM_001044388";NA
"ILMN_2346137";"NM_001044387";NA
"ILMN_2217212";"NM_144976";NA
"ILMN_1706709";"NM_016536";NA
"ILMN_2212823";"NM_032679";NA
"ILMN_1742923";"NM_173548";NA
"ILMN_1764415";"NM_152655";NA
"ILMN_1666727";"NM_017652";NA
"ILMN_1654612";"NM_016089";NA
"ILMN_2075820";"NM_178167";NA
"ILMN_1678457";"NM_198457";NA
"ILMN_1681829";"NM_025027";NA
"ILMN_1712798";"NM_020747";NA
"ILMN_1708787";"NM_145295";NA
"ILMN_2155322";"NM_014897";NA
"ILMN_2271894";"NM_018293";NA
"ILMN_1744471";"NM_018293";NA
"ILMN_1769673";"NM_001009958";NA
"ILMN_1703435";"NM_033160";NA
"ILMN_1722985";"NM_001032297";NA
"ILMN_1739236";"NM_024706";NA
"ILMN_2093748";"NM_024804";NA
"ILMN_1770172";"NM_024804";NA
"ILMN_1710768";"NM_017776";NA
"ILMN_3237839";"NM_001039891";NA
"ILMN_2313889";"NM_033196";NA
"ILMN_2176882";"NM_021915";NA
"ILMN_1800750";"NM_017865";NA
"ILMN_1714952";"XM_001129663";NA
"ILMN_1688138";"NM_182633";NA
"ILMN_3225102";"XR_040185";NA
"ILMN_1802146";"NR_003253";NA
"ILMN_1791820";"NM_024671";NA
"ILMN_1713706";"NM_152411";NA
"ILMN_1791388";"NM_001002836";NA
"ILMN_1789364";"NM_213603";NA
"ILMN_1749809";"NM_001004301";NA
"ILMN_1729976";"NM_032436";NA
"ILMN_3245380";"NM_001137674";NA
"ILMN_1802053";"NM_003430";NA
"ILMN_1679083";"NM_001004126";NA
"ILMN_1692486";"NM_170783";NA
"ILMN_2398587";"NM_014596";NA
"ILMN_1786281";"NM_001039643";NA
"ILMN_1654946";"NM_023926";NA
"ILMN_1735231";"NM_023072";NA
"ILMN_1777061";"XM_035299";NA
"ILMN_3298167";"NM_001042697";NA
"ILMN_2362549";"NM_001005413";NA
"ILMN_1685547";"NM_007157";NA
"ILMN_2348512";"NM_001040653";NA
"ILMN_2371169";"NM_003461";NA
"ILMN_1701875";"NM_003461";NA
